a wage earner =un salarié 
his wage packet; his pay packet=sa paie
his wages; his salary =son salaire 
an hourly wage; hourly wages=un salaire horaire 
a daily wage; daily wages =un salaire journalier 
the minimum wage =le salaire minimum; le SMIC
low wages =les bas salaires
high wages =les salaires élevés
to earn a good wage; to earn good wages=avoir un bon salaire 
to be paid 400$ a week; to get paid 400$ a week=toucher 400$ par semaine
to be well paid=être bien payé
to be badly paid=être mal payé
to be promoted; to get promotion=être promu 
his annual income =son revenu annuel 
income tax =l’impôt sur le revenu 
to be on a high income=avoir des revenus élevés 
low-income families =des familles à faibles revenus
take-home pay =le salaire net 
net income =le revenu net
gross income =le revenu brut 
fees =des honoraires 
a source of income; a source of livelihood=une source de revenu 
a wage policy =une politique des salaires 
a wage claim =une revendication de salaire
a wage rise; a pay rise (GB); a pay hike (US) =une augmentation de salaire
a wage freeze =un blocage des salaires 
to freeze wages =geler les salaires 
pay negotiations =des négociations salariales 
a wage agreement =un accord salarial 
a pay dispute =un conflit salarial 
to settle a dispute; to resolve a dispute=résoudre un conflit 
conflict resolution =la résolution des conflits 
a protest movement =un mouvement de protestation
a trade union; a workers’ union =un syndicat 
a union member =un syndiqué 
to join a union =se syndiquer 
a union representative=un délégué syndical
a staff representative =un délégué du personnel
to be on strike=être en grève
to go on strike =se mettre en grève
to call a strike =lancer un mot d’ordre de grève
a demonstration; a demo =une manifestation; une manif
to demonstrate=manifester
a demonstrator =un manifestant
