nuclear physics =la physique nucléaire 
a nuclear scientist =un physicien nucléaire 
nuclear fusion=la fusion nucléaire
nuclear fission =la fission nucléaire
a nuclear reactor =un réacteur nucléaire 
a nuclear test =un essai nucléaire 
a nuclear-testing area =une zone d’essais nucléaires
a fallout shelter =un abri atomique 
a nuclear bomb =une bombe atomique 
nuclear waste=les déchets nucléaires
radioactive waste=les déchets radioactifs
to release a radioactive cloud=libérer un nuage radioactif
radioactive fallout =les retombées radioactives
to be irradiated =être irradié 
an atom =un atome 
a particle accelerator =un accélérateur de particules
a fast breeder reactor=un surgénérateur 
a crack in a nuclear reactor =une fissure dans un réacteur nucléaire 
a nuclear power station; a nuclear power plant=une centrale nucléaire 
nuclear facilities =des installations nucléaires
to operate a plant =faire fonctionner une centrale
a nuclear weapon; a nuke =une arme nucléaire 
a nuclear-free zone =une zone dénucléarisée 
plutonium=le plutonium
enriched uranium =l’uranium enrichi
a nuclear reprocessing plant =une usine de retraitement des déchets nucléaires 
nuclear fuel=le combustible nucléaire 
the nuclear capability of a country=la capacité nucléaire d’un pays
to generate electricity =produire de l’électricité 
the generation of electricity=la production d’électricité
to reduce the cost of energy=réduire le coût de l’énergie
to meet power demand=satisfaire les besoins énergétiques
nuclear disarmament =le désarmement nucléaire 
to go nuclear =se convertir au nucléaire 
nuclear deterrence =la dissuasion nucléaire 
to write off the nuclear option=renoncer au nucléaire
radioactive waste disposal =l’élimination des déchets radioactifs
an antinuclear activist =un militant antinucléaire 
an antinuclear protest march =une manifestation antinucléaire
to demonstrate against=manifester contre
