the world’s population; world population =la population mondiale 
demography=la démographie
a demographer; a population scientist =un démographe 
a census =un recensement 
to take a census =effectuer un recensement 
the forecast =les estimations; les prévisions 
world population growth =la croissance démographique mondiale 
the population explosion=l’explosion démographique 
overpopulation =la surpopulation 
an age pyramid =une pyramide des âges 
an age group =une tranche d’âge 
the birth rate =le taux de natalité
the fertility rate =le taux de fécondité
birth control=le contrôle des naissances 
the death rate; mortality; the mortality rate =le taux de mortalité 
the infant mortality rate =le taux de mortalité infantile
life expectancy; the expectation of life =l’espérance de vie 
a densely populated area; an area of high population density =une région fortement peuplée 
a sparsely populated area; an area of low population density =une région faiblement peuplée 
to rise by 5%; to increase by 5%; to grow by 5% =augmenter de 5% 
a rise in world population; an increase in world population =une augmentation de la population mondiale 
to rise dramatically =augmenter de façon spectaculaire
to soar; to spiral; to skyrocket =augmenter en flèche
to double =doubler 
to triple =tripler 
to increase fourfold =être multiplié par quatre 
to peak at 9 billion =culminer à 9 milliards 
the current trend =la tendance actuelle 
the reversal of a trend =un renversement de tendance 
a baby boom =un baby boom 
the baby boomers =les enfants du baby boom 
