a natural disaster=une catastrophe naturelle
a climate-related disaster=une catastrophe climatique 
a man-made disaster =une catastrophe causée par l’homme
an air disaster =une catastrophe aérienne 
a mid-air crash =une collision en plein vol
a car crash; a car accident=un accident de la route
to collide with =entrer en collision avec
a derailment =un déraillement
to derail; to be derailed =dérailler 
a shipwreck =un naufrage 
to sink (sank, sunk)=couler; sombrer
to be declared a disaster area=être déclaré zone sinistrée
a flood =une inondation
to be in spate =être en crue
to overflow; to break one’s banks=sortir de son lit
a storm =un orage, une tempête
a hurricane =un ouragan
strong winds =des vents violents
to blow at 100 miles per hour=souffler à 160 km à l’heure 
a tornado =une tornade
a cyclone =un cyclone 
a typhoon =un typhon 
monsoon =la mousson 
drought =la sécheresse 
a forest fire =un incendie de forêt
a heat wave =une canicule 
a cold spell =une vague de froid
a volcanic eruption =une éruption volcanique 
a landslide =un glissement de terrain
an earthquake =un tremblement de terre 
an earthquake measuring 8 on the Richter scale=un tremblement de terre de 8 sur l’échelle de Richter
an aftershock =une réplique 
a tidal wave =un raz-de-marée
a tsunami =un tsunami 
an avalanche=une avalanche 
to devastate=dévaster
to be homeless =être sans abri
to anticipate hazards=prévenir les risques 
