an ailing planet=une planète malade; une planète mal en point 
to be in a sorry state=être dans un piètre état 
to be a sorry sight=faire peine a voir 
to show signs of deterioration=montrer des signes de détérioration 
to be in jeopardy; to be in danger; to be at risk=être en danger 
the statistics are staggering=les chiffres sont préoccupants 
the decline of Earth’s ecosystems=la dégradation des écosystèmes de la Terre 
the loss of biodiversity=la perte de biodiversité 
to jeopardize ecosystems=menacer les écosystèmes 
to pose a serious risk to=présenter un risque sérieux pour
to pose a serious threat to=présenter une menace sérieuse pour 
to reach breaking point=atteindre le point de rupture 
to be imperilled by human activity=être menacé par l’activité humaine 
human greed=la cupidité humaine 
to use up the Earth’s resources =épuiser les ressources de la Terre 
to overburden nature=accabler la nature 
global warming =le réchauffement de la planète 
the melting of ice caps =la fonte des calottes glaciaires 
sea pollution =la pollution marine 
the destruction of coral reefs =la destruction des récifs coralliens 
the depletion of fish stocks =la diminution du cheptel piscicole 
overfishing =la surpêche 
to be on the brink of extinction =être en voie d’extinction 
available freshwater is scarce =l’eau douce disponible se fait rare 
deforestation =la déforestation 
forests are fast disappearing =les forêts disparaissent rapidement 
car pollution =la pollution automobile 
to halt destructive practices =mettre un terme aux pratiques destructrices 
to restore an ecosystem =rétablir un écosystème 
Earth Day =la Journée de la Terre 
the Earth Summit =le Sommet de la Terre 
to save the Earth =sauver la Terre 
a reach a new balance with nature=trouver un nouvel équilibre avec la nature 
to use less-polluting technology=utiliser une technologie moins polluante 
to heal the planet =guérir la planète 
a daunting task =une tâche redoutable 
